query_index,query,citation_id,title,url,registrable_domain,start_index,end_index,cited_text
42,Status of women who want abortions by state,15,Abortions are resuming at a Wyoming clinic after judge suspends laws,https://apnews.com/article/f5f865b9e40b670d72bf7fbb7b83ac1c?utm_source=openai,apnews.com,4404,4553,[Abortions are resuming at a Wyoming clinic after judge suspends laws](https://apnews.com/article/f5f865b9e40b670d72bf7fbb7b83ac1c?utm_source=openai)
43,Number of states illegal abortion,1,ABORTION IN THE USA,https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai,amnestyusa.org,375,515,([amnestyusa.org](https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai))
43,Number of states illegal abortion,2,ABORTION IN THE USA,https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai,amnestyusa.org,814,954,([amnestyusa.org](https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai))
43,Number of states illegal abortion,3,ABORTION IN THE USA,https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai,amnestyusa.org,1047,1187,([amnestyusa.org](https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai))
43,Number of states illegal abortion,4,ABORTION IN THE USA,https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai,amnestyusa.org,1257,1397,([amnestyusa.org](https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai))
43,Number of states illegal abortion,5,ABORTION IN THE USA,https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai,amnestyusa.org,1471,1611,([amnestyusa.org](https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai))
43,Number of states illegal abortion,6,South Carolina Supreme Court strikes down state's 6-week abortion ban,https://www.axios.com/2023/01/05/south-carolina-abortion-ban?utm_source=openai,axios.com,1921,2014,([axios.com](https://www.axios.com/2023/01/05/south-carolina-abortion-ban?utm_source=openai))
44,how many states banned abortion,1,Judge strikes down old Arizona abortion restrictions that clash with voter-backed guarantees,https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai,apnews.com,922,1015,([apnews.com](https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai))
45,States that have outlawed abortion,1,Abortion in Georgia (U.S. state),https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai,en.wikipedia.org,2080,2186,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai))
46,Number of states bans abortion,1,States With Abortion Bans Continue to Rank Among Worst for Child Well-Being | PRB,https://www.prb.org/articles/states-with-abortion-bans-continue-to-rank-among-worst-for-child-well-being/?utm_source=openai,prb.org,492,628,([prb.org](https://www.prb.org/articles/states-with-abortion-bans-continue-to-rank-among-worst-for-child-well-being/?utm_source=openai))
47,how many states have outlawed abortion,1,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai,theguardian.com,207,336,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))
47,how many states have outlawed abortion,2,ABORTION IN THE USA,https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai,amnestyusa.org,580,720,([amnestyusa.org](https://www.amnestyusa.org/wp-content/uploads/2024/08/Abortion-in-the-USA-2024-By-Amnesty-USA-TEAM.pdf?utm_source=openai))
47,how many states have outlawed abortion,3,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,996,1089,([apnews.com](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai))
47,how many states have outlawed abortion,4,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,1256,1435,"[Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai)"
47,how many states have outlawed abortion,5,"Arizona can enforce an 1864 law criminalizing nearly all abortions, court says",https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai,apnews.com,1473,1632,"[Arizona can enforce an 1864 law criminalizing nearly all abortions, court says](https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai)"
48,States with outlawed abortion,1,"Arizona can enforce an 1864 law criminalizing nearly all abortions, court says",https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai,apnews.com,2695,2788,([apnews.com](https://apnews.com/article/9c68866d69dca38c728dd27b80592e8f?utm_source=openai))
48,States with outlawed abortion,2,Abortion in Wyoming,https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai,en.wikipedia.org,2997,3086,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai))
48,States with outlawed abortion,3,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,3307,3419,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
49,the number of states that have outlawed abortion,1,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,469,611,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
49,the number of states that have outlawed abortion,2,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai,theguardian.com,892,1021,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))
51,States that outlaw abortion,1,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,515,627,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,2,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,806,918,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,3,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,1022,1134,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,4,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,1260,1372,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,5,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,1469,1581,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,6,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,1693,1805,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,7,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,1987,2099,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,8,Abortion in Georgia (U.S. state),https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai,en.wikipedia.org,2229,2335,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai))
51,States that outlaw abortion,9,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,2485,2597,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,10,2024 Nebraska Initiative 434,https://en.wikipedia.org/wiki/2024_Nebraska_Initiative_434?utm_source=openai,en.wikipedia.org,2723,2821,([en.wikipedia.org](https://en.wikipedia.org/wiki/2024_Nebraska_Initiative_434?utm_source=openai))
51,States that outlaw abortion,11,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,2953,3065,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,12,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,3188,3300,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,13,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,3468,3580,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,14,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,3854,3966,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,15,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,4141,4253,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
51,States that outlaw abortion,16,Wisconsin Supreme Court's liberal majority strikes down 176-year-old abortion ban,https://apnews.com/article/01658358639a63db7df92aeec34c612d?utm_source=openai,apnews.com,4414,4507,([apnews.com](https://apnews.com/article/01658358639a63db7df92aeec34c612d?utm_source=openai))
51,States that outlaw abortion,17,Abortion in Wyoming,https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai,en.wikipedia.org,4744,4833,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai))
51,States that outlaw abortion,18,Wisconsin Supreme Court's liberal majority strikes down 176-year-old abortion ban,https://apnews.com/article/01658358639a63db7df92aeec34c612d?utm_source=openai,apnews.com,5049,5211,[Wisconsin Supreme Court's liberal majority strikes down 176-year-old abortion ban](https://apnews.com/article/01658358639a63db7df92aeec34c612d?utm_source=openai)
51,States that outlaw abortion,19,US: Georgia ban on abortions overturned,https://www.lemonde.fr/en/international/article/2024/09/30/us-georgia-ban-on-abortions-overturned_6727816_4.html?utm_source=openai,lemonde.fr,5247,5420,[US: Georgia ban on abortions overturned](https://www.lemonde.fr/en/international/article/2024/09/30/us-georgia-ban-on-abortions-overturned_6727816_4.html?utm_source=openai)
51,States that outlaw abortion,20,Indiana abortions fall to zero,https://www.axios.com/local/indianapolis/2023/11/16/indiana-abortion-ban-zero-procedures?utm_source=openai,axios.com,5458,5598,[Indiana abortions fall to zero](https://www.axios.com/local/indianapolis/2023/11/16/indiana-abortion-ban-zero-procedures?utm_source=openai)
52,states with outlawed abortion,1,Where Is Abortion Illegal Now? Abortion Law By State | Teen Vogue,https://www.teenvogue.com/story/where-abortion-is-illegal-now-abortion-law-by-state?utm_source=openai,teenvogue.com,1689,1809,([teenvogue.com](https://www.teenvogue.com/story/where-abortion-is-illegal-now-abortion-law-by-state?utm_source=openai))
53,How many states outlaw abortion?,1,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai,theguardian.com,646,775,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))
53,How many states outlaw abortion?,2,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,1060,1153,([apnews.com](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai))
54,number of states abortion is illegal,1,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai,theguardian.com,573,702,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2024/jul/29/abortion-laws-bans-by-state?utm_source=openai))
55,How many state have outlawed abortion?,1,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,422,564,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
55,How many state have outlawed abortion?,2,Abortion in Georgia (U.S. state),https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai,en.wikipedia.org,783,889,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai))
55,How many state have outlawed abortion?,3,Abortion in Wyoming,https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai,en.wikipedia.org,1214,1303,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai))
56,number of abortion banning states,1,ABORTION BANS &,https://cdn.plannedparenthood.org/uploads/filer_public/cc/b6/ccb6d499-4a8f-4ccf-8b88-f84195b3bb58/june_2024_abortion_ban_population_analysis.pdf?utm_source=openai,cdn.plannedparenthood.org,325,518,([cdn.plannedparenthood.org](https://cdn.plannedparenthood.org/uploads/filer_public/cc/b6/ccb6d499-4a8f-4ccf-8b88-f84195b3bb58/june_2024_abortion_ban_population_analysis.pdf?utm_source=openai))
58,How man states outlaw abortion,1,Abortion in Minnesota,https://en.wikipedia.org/wiki/Abortion_in_Minnesota?utm_source=openai,en.wikipedia.org,1298,1389,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Minnesota?utm_source=openai))
58,How man states outlaw abortion,2,Judge strikes down old Arizona abortion restrictions that clash with voter-backed guarantees,https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai,apnews.com,1750,1923,[Judge strikes down old Arizona abortion restrictions that clash with voter-backed guarantees](https://apnews.com/article/fe9f9fc7ccac8716a956cc74239e0a81?utm_source=openai)
59,What States outlawed abortions,1,"FOR RELEASE April 26, 2023 Nearly a Year After Roe’s Demise, Americans’ Views of Abortion Access Increasingly Vary by Where They LiveIn states with abortion bans, a rise in the share of adults saying it should be easier to access abortion in the area where they live",https://www.pewresearch.org/wp-content/uploads/sites/20/2023/04/PP_2023.04.26_abortion-access_REPORT.pdf?utm_source=openai,pewresearch.org,732,875,([pewresearch.org](https://www.pewresearch.org/wp-content/uploads/sites/20/2023/04/PP_2023.04.26_abortion-access_REPORT.pdf?utm_source=openai))
59,What States outlawed abortions,2,Heartbeat Protection Act,https://en.wikipedia.org/wiki/Heartbeat_Protection_Act?utm_source=openai,en.wikipedia.org,1068,1162,([en.wikipedia.org](https://en.wikipedia.org/wiki/Heartbeat_Protection_Act?utm_source=openai))
59,What States outlawed abortions,3,Abortion in Georgia (U.S. state),https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai,en.wikipedia.org,1277,1383,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai))
59,What States outlawed abortions,4,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,1447,1559,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
59,What States outlawed abortions,5,Appendix A: State abortion bans,https://back.nber.org/appendix/w33548/2025.03.05_Appendix.pdf?utm_source=openai,back.nber.org,1631,1729,([back.nber.org](https://back.nber.org/appendix/w33548/2025.03.05_Appendix.pdf?utm_source=openai))
59,What States outlawed abortions,6,Abortion in South Carolina,https://en.wikipedia.org/wiki/Abortion_in_South_Carolina?utm_source=openai,en.wikipedia.org,1837,1933,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_South_Carolina?utm_source=openai))
59,What States outlawed abortions,7,Appendix A: State abortion bans,https://back.nber.org/appendix/w33548/2025.03.05_Appendix.pdf?utm_source=openai,back.nber.org,1999,2097,([back.nber.org](https://back.nber.org/appendix/w33548/2025.03.05_Appendix.pdf?utm_source=openai))
59,What States outlawed abortions,8,Appendix A: State abortion bans,https://back.nber.org/appendix/w33548/2025.03.05_Appendix.pdf?utm_source=openai,back.nber.org,2163,2261,([back.nber.org](https://back.nber.org/appendix/w33548/2025.03.05_Appendix.pdf?utm_source=openai))
59,What States outlawed abortions,9,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,2339,2451,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
59,What States outlawed abortions,10,Abortion law in the United States by state,https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai,en.wikipedia.org,2514,2626,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_law_in_the_United_States_by_state?utm_source=openai))
59,What States outlawed abortions,11,Abortion in South Carolina,https://en.wikipedia.org/wiki/Abortion_in_South_Carolina?utm_source=openai,en.wikipedia.org,2734,2830,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_South_Carolina?utm_source=openai))
59,What States outlawed abortions,12,Abortion in Wyoming,https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai,en.wikipedia.org,2888,2977,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai))
59,What States outlawed abortions,13,Abortion in Georgia (U.S. state),https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai,en.wikipedia.org,3243,3349,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai))
60,how many states dont allow abortion,1,"Six Months Post-Roe, 24 US States Have Banned Abortion or Are Likely to Do So: A Roundup | Guttmacher Institute",https://www.guttmacher.org/2023/01/six-months-post-roe-24-us-states-have-banned-abortion-or-are-likely-do-so-roundup?utm_source=openai,guttmacher.org,352,506,([guttmacher.org](https://www.guttmacher.org/2023/01/six-months-post-roe-24-us-states-have-banned-abortion-or-are-likely-do-so-roundup?utm_source=openai))
60,how many states dont allow abortion,2,Heartbeat Protection Act,https://en.wikipedia.org/wiki/Heartbeat_Protection_Act?utm_source=openai,en.wikipedia.org,655,749,([en.wikipedia.org](https://en.wikipedia.org/wiki/Heartbeat_Protection_Act?utm_source=openai))
60,how many states dont allow abortion,3,Abortion in Georgia (U.S. state),https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai,en.wikipedia.org,866,972,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai))
60,how many states dont allow abortion,4,Abortion in South Carolina,https://en.wikipedia.org/wiki/Abortion_in_South_Carolina?utm_source=openai,en.wikipedia.org,1083,1179,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_South_Carolina?utm_source=openai))
60,how many states dont allow abortion,5,Appendix A: State abortion bans,https://back.nber.org/appendix/w33548/2025.03.05_Appendix.pdf?utm_source=openai,back.nber.org,1251,1349,([back.nber.org](https://back.nber.org/appendix/w33548/2025.03.05_Appendix.pdf?utm_source=openai))
60,how many states dont allow abortion,6,Appendix A: State abortion bans,https://back.nber.org/appendix/w33548/2025.03.05_Appendix.pdf?utm_source=openai,back.nber.org,1415,1513,([back.nber.org](https://back.nber.org/appendix/w33548/2025.03.05_Appendix.pdf?utm_source=openai))
60,how many states dont allow abortion,7,"Judge strikes down Wyoming abortion laws, including an explicit ban on pills to end pregnancy",https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai,apnews.com,1837,1930,([apnews.com](https://apnews.com/article/a8e79c0879a22dab036b06a6f4304895?utm_source=openai))
62,What states have outlawed abortion?,1,States With Abortion Bans See Continued Decrease in U.S. MD Senior Residency Applicants | AAMC,https://www.aamc.org/about-us/mission-areas/clinical-care/post-dobbs-2024?utm_source=openai,aamc.org,671,776,([aamc.org](https://www.aamc.org/about-us/mission-areas/clinical-care/post-dobbs-2024?utm_source=openai))
62,What states have outlawed abortion?,2,Abortion in Georgia (U.S. state),https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai,en.wikipedia.org,908,1014,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai))
62,What states have outlawed abortion?,3,"Abortions in Florida plunged more than in any other state in 2024, new data shows",https://www.axios.com/local/tampa-bay/2025/04/15/florida-abortion-data-2024?utm_source=openai,axios.com,1161,1269,([axios.com](https://www.axios.com/local/tampa-bay/2025/04/15/florida-abortion-data-2024?utm_source=openai))
62,What states have outlawed abortion?,4,South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban,https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai,apnews.com,1393,1486,([apnews.com](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai))
62,What states have outlawed abortion?,5,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2022/jun/28/tracking-where-abortion-laws-stand-in-every-state?utm_source=openai,theguardian.com,1553,1704,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2022/jun/28/tracking-where-abortion-laws-stand-in-every-state?utm_source=openai))
62,What states have outlawed abortion?,6,2024 Nebraska Initiative 434,https://en.wikipedia.org/wiki/2024_Nebraska_Initiative_434?utm_source=openai,en.wikipedia.org,1824,1922,([en.wikipedia.org](https://en.wikipedia.org/wiki/2024_Nebraska_Initiative_434?utm_source=openai))
62,What states have outlawed abortion?,7,Tracking abortion laws across the United States | Roe v Wade | The Guardian,https://www.theguardian.com/us-news/ng-interactive/2022/jun/28/tracking-where-abortion-laws-stand-in-every-state?utm_source=openai,theguardian.com,1998,2149,([theguardian.com](https://www.theguardian.com/us-news/ng-interactive/2022/jun/28/tracking-where-abortion-laws-stand-in-every-state?utm_source=openai))
62,What states have outlawed abortion?,8,Voters Win Abortion Care Protection in 7 More States - AMSA,https://www.amsa.org/voters-win-abortion-care-protection-in-7-more-states/?utm_source=openai,amsa.org,2210,2316,([amsa.org](https://www.amsa.org/voters-win-abortion-care-protection-in-7-more-states/?utm_source=openai))
62,What states have outlawed abortion?,9,Voters Win Abortion Care Protection in 7 More States - AMSA,https://www.amsa.org/voters-win-abortion-care-protection-in-7-more-states/?utm_source=openai,amsa.org,2388,2494,([amsa.org](https://www.amsa.org/voters-win-abortion-care-protection-in-7-more-states/?utm_source=openai))
62,What states have outlawed abortion?,10,Voters Win Abortion Care Protection in 7 More States - AMSA,https://www.amsa.org/voters-win-abortion-care-protection-in-7-more-states/?utm_source=openai,amsa.org,2555,2661,([amsa.org](https://www.amsa.org/voters-win-abortion-care-protection-in-7-more-states/?utm_source=openai))
62,What states have outlawed abortion?,11,Voters Win Abortion Care Protection in 7 More States - AMSA,https://www.amsa.org/voters-win-abortion-care-protection-in-7-more-states/?utm_source=openai,amsa.org,2752,2858,([amsa.org](https://www.amsa.org/voters-win-abortion-care-protection-in-7-more-states/?utm_source=openai))
62,What states have outlawed abortion?,12,"Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy",https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai,apnews.com,3103,3282,"[Judge strikes down Georgia ban on abortions, allowing them to resume beyond 6 weeks into pregnancy](https://apnews.com/article/632db7d5de815efa18aea52dadbfc59b?utm_source=openai)"
62,What states have outlawed abortion?,13,South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban,https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai,apnews.com,3320,3487,[South Carolina Supreme Court decides heartbeat definition allows six-week abortion ban](https://apnews.com/article/68df7ce8400493fdc175ec1fc4326a1e?utm_source=openai)
62,What states have outlawed abortion?,14,"Abortions in Florida plunged more than in any other state in 2024, new data shows",https://www.axios.com/local/tampa-bay/2025/04/15/florida-abortion-data-2024?utm_source=openai,axios.com,3522,3700,"[Abortions in Florida plunged more than in any other state in 2024, new data shows](https://www.axios.com/local/tampa-bay/2025/04/15/florida-abortion-data-2024?utm_source=openai)"
63,How many states have outlawed abortion,1,A state-by-state breakdown of current abortion laws in the US,https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai,scrippsnews.com,425,567,([scrippsnews.com](https://www.scrippsnews.com/Politics/abortion/state-of-abortion-laws-a-year-after-roe-v-wade-overturned?utm_source=openai))
63,How many states have outlawed abortion,2,Abortion in Georgia (U.S. state),https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai,en.wikipedia.org,796,902,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Georgia_%28U.S._state%29?utm_source=openai))
63,How many states have outlawed abortion,3,Abortion in Wyoming,https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai,en.wikipedia.org,1216,1305,([en.wikipedia.org](https://en.wikipedia.org/wiki/Abortion_in_Wyoming?utm_source=openai))
64,number of states without abortion,1,States With Abortion Bans Continue to Rank Among Worst for Child Well-Being | PRB,https://www.prb.org/articles/states-with-abortion-bans-continue-to-rank-among-worst-for-child-well-being/?utm_source=openai,prb.org,473,609,([prb.org](https://www.prb.org/articles/states-with-abortion-bans-continue-to-rank-among-worst-for-child-well-being/?utm_source=openai))
64,number of states without abortion,2,States With Abortion Bans See Continued Decrease in U.S. MD Senior Residency Applicants | AAMC,https://www.aamc.org/about-us/mission-areas/clinical-care/post-dobbs-2024?utm_source=openai,aamc.org,856,961,([aamc.org](https://www.aamc.org/about-us/mission-areas/clinical-care/post-dobbs-2024?utm_source=openai))
